Ký_tự,Pinyin,Hán_Việt,Số_cách_đọc,Tất_cả_cách_đọc
菲,fēi,phỉ,2,phi / phỉ
菴,ān,am,1,am
菶,běng,bổng,2,bổng / phụng
菶,běng,phụng,2,bổng / phụng
菷,zhǒu,chổi,1,chổi
菸,yān,yên,2,yên / ư
菸,yān,ư,2,yên / ư
菹,zū,thư,2,thư / trư
菹,jū,trư,2,thư / trư
菺,jiān,kiên,1,kiên
菻,lǐn,lùm,1,lùm
菼,tǎn,thảm,1,thảm
菽,shū,thục,1,thục
菾,tián,điềm,1,điềm
萁,qí,ki,2,ki / ky
萁,qí,ky,2,ki / ky
萃,cuì,tụy,2,tụy / tuỵ
萃,cuì,tuỵ,2,tụy / tuỵ
萄,táo,đào,1,đào
萅,chūn,xuân,1,xuân
萆,bì,tì,2,tì / tỳ
萆,bì,tỳ,2,tì / tỳ
萇,cháng,trường,2,trường / tường
萇,cháng,tường,2,trường / tường
萊,lái,lai,1,lai
萋,qī,thê,1,thê
萌,méng,manh,1,manh
萍,píng,bình,2,bình / bềnh
萍,píng,bềnh,2,bình / bềnh
萎,wěi,uỷ,2,uỷ / nuy
萎,wēi,nuy,2,uỷ / nuy
萏,dàn,đạm,1,đạm
萐,shà,tiệp,1,tiệp
萑,huán,hoàn,2,hoàn / chuy
萑,huán,chuy,2,hoàn / chuy
萒,yan3,ngôn,1,ngôn
萕,qí,tễ,1,tễ
萘,nài,nại,1,nại
萚,tuò,thác,1,thác
萜,tiē,thiếp,1,thiếp
萝,luó,la,2,la / lá
萝,luó,lá,2,la / lá
萠,pān,bằng,1,bằng
萡,bo,bạc,1,bạc
萣,dìng,~đính,1,~đính
萤,yíng,huỳnh,2,huỳnh / ~giềng
萤,yíng,~giềng,2,huỳnh / ~giềng
营,yíng,doanh,3,doanh / dinh / ~giềng
营,yíng,dinh,3,doanh / dinh / ~giềng
营,yíng,~giềng,3,doanh / dinh / ~giềng
萦,yíng,oanh,3,oanh / quanh / ~giềng
萦,yíng,quanh,3,oanh / quanh / ~giềng
萦,yíng,~giềng,3,oanh / quanh / ~giềng
萧,xiāo,tiêu,1,tiêu
萨,sà,tát,2,tát / sát
萨,sà,sát,2,tát / sát
萩,qiū,thu,3,thu / tho / thưu
萩,qiū,tho,3,thu / tho / thưu
萩,qiū,thưu,3,thu / tho / thưu
萫,xiàng,hảng,1,hảng
萬,wàn,vạn,2,vạn / mặc
萬,mò,mặc,2,vạn / mặc
萮,yú,~du,1,~du
萰,liàn,luyện,1,luyện
萱,xuān,huyên,1,huyên
萲,xuān,huyên,1,huyên
萴,cè,trắc,1,trắc
萵,wō,oa,1,oa
萷,xiao1,tiêu,1,tiêu
萸,yú,du,1,du
萹,biān,phiên,2,phiên / biển
萹,biǎn,biển,2,phiên / biển
萻,ān,âm,1,âm
萼,è,ngạc,1,ngạc
落,luò,lạc,1,lạc
萾,yíng,giềng,1,giềng
葀,kuo4,khoát,1,khoát
葁,jiāng,cương,1,cương
葄,zuò,tộ,1,tộ
葅,zū,thư,1,thư
葆,bǎo,bảo,1,bảo
葇,róu,nhu,2,nhu / nhú
葇,róu,nhú,2,nhu / nhú
葈,xǐ,tỉ,1,tỉ
葉,yè,diệp,1,diệp
葊,ān,am,1,am
葍,fú,~phù,1,~phù
葎,lǜ,~luật,1,~luật
葑,fēng,phong,2,phong / phúng
葑,fēng,phúng,2,phong / phúng
葒,hóng,hồng,1,hồng
葓,hóng,hồng,1,hồng
葖,tū,đột,2,đột / nhút
葖,tū,nhút,2,đột / nhút
著,zhù,trước,2,trước / trứ
著,zhe,trứ,2,trước / trứ
葘,zī,tai,2,tai / truy
葘,zī,truy,2,tai / truy
葙,xiāng,tương,1,tương
葚,rèn,thậm,1,thậm
葛,gé,cát,1,cát
葜,qiā,~hạp,1,~hạp
葟,huang2,hoàng,1,hoàng
葠,shēn,sâm,1,sâm
葡,pú,bồ,1,bồ
葢,gài,~cái,1,~cái
董,dǒng,đổng,1,đổng
葤,zhòu,~trụ,1,~trụ
葥,jiàn,tiền,1,tiền
葦,wěi,vi,2,vi / vĩ
葦,wěi,vĩ,2,vi / vĩ
葧,bó,~bốc,1,~bốc
葩,pā,ba,1,ba
葫,hú,hồ,1,hồ
葬,zàng,táng,1,táng
葭,jiā,gia,1,gia
葯,yào,dược,3,dược / điếu / ước
葯,yào,điếu,3,dược / điếu / ước
葯,yào,ước,3,dược / điếu / ước
葱,cōng,thông,1,thông
葳,wēi,uy,1,uy
葴,zhēn,châm,1,châm
葵,kuí,quỳ,1,quỳ
葶,tíng,đình,1,đình
葷,hūn,huân,2,huân / ~hôn
葷,hūn,~hôn,2,huân / ~hôn
葸,xǐ,tỉ,3,tỉ / tỷ / tơi
葸,xǐ,tỷ,3,tỉ / tỷ / tơi
葸,xǐ,tơi,3,tỉ / tỷ / tơi
葹,shī,thi,1,thi
葺,qì,tập,1,tập
葻,lán,bông,1,bông
葽,yāo,yêu,1,yêu
葾,yuān,~uyên,1,~uyên
蒀,yun1,vân,1,vân
蒂,dì,đế,1,đế
蒄,guān,quan,1,quan
蒇,chǎn,~siển,3,~siển / sản / siển
蒇,chǎn,sản,3,~siển / sản / siển
蒇,chǎn,siển,3,~siển / sản / siển
蒈,kǎi,~khải,1,~khải
蒉,kuì,quỹ,1,quỹ
蒋,jiǎng,tưởng,3,tưởng / tương / chương
蒋,jiǎng,tương,3,tưởng / tương / chương
蒋,jiǎng,chương,3,tưởng / tương / chương
蒌,lóu,lâu,2,lâu / lưu
蒌,lóu,lưu,2,lâu / lưu
蒍,wei3,vi,1,vi
蒎,pài,phái,1,phái
蒏,yòng,vinh,1,vinh
蒐,sōu,sưu,2,sưu / sảo
蒐,sōu,sảo,2,sưu / sảo
蒓,chún,thuần,1,thuần
蒔,shí,thi,2,thi / thì
蒔,shí,thì,2,thi / thì
蒕,yun1,vân,1,vân
蒖,zhēn,chân,1,chân
蒗,làng,lạng,1,lạng
蒙,méng,mông,2,mông / mong
蒙,méng,mong,2,mông / mong
蒜,suàn,toán,2,toán / tỏi
蒜,suàn,tỏi,2,toán / tỏi
蒞,lì,lị,1,lị
蒟,jǔ,củ,1,củ
蒡,bàng,bảng,1,bảng
蒢,chú,trừ,1,trừ
蒣,xú,dừa,1,dừa
蒦,huò,hoạch,1,hoạch
蒨,qiàn,thiến,1,thiến
蒩,zu1,tổ,1,tổ
蒪,pò,thuần,1,thuần
蒫,cuo2,thoa,1,thoa
蒭,chú,sô,1,sô
蒯,kuǎi,khoái,1,khoái
蒱,pú,bồ,1,bồ
蒲,pú,bồ,1,bồ
蒴,shuò,sóc,1,sóc
蒷,yun2,vân,1,vân
蒸,zhēng,chưng,1,chưng
蒹,jiān,kiêm,1,kiêm
蒺,jí,tật,1,tật
蒻,ruò,nhược,1,nhược
蒼,cāng,thương,2,thương / thưởng
蒼,cāng,thưởng,2,thương / thưởng
蒽,ēn,ân,1,ân
蒾,mi2,mật,1,mật
蒿,hāo,hao,1,hao
蓀,sūn,tôn,2,tôn / ~tôn
蓀,sūn,~tôn,2,tôn / ~tôn
蓁,zhēn,trăn,1,trăn
蓂,míng,minh,1,minh
蓃,sōu,sấu,1,sấu
蓄,xù,súc,1,súc
蓆,xí,tịch,1,tịch
蓇,gū,cốt,2,cốt / cốt
蓇,gǔ,cốt,2,cốt / cốt
蓉,róng,dong,3,dong / dung / rong
蓉,róng,dung,3,dong / dung / rong
蓉,róng,rong,3,dong / dung / rong
蓊,wěng,ông,2,ông / ống
蓊,wěng,ống,2,ông / ống
蓋,gài,cái,1,cái
蓌,cuò,~tỏa,1,~tỏa
蓍,shī,thi,1,thi
蓎,tang2,đường,1,đường
蓏,luǒ,lỏa,2,lỏa / loả
蓏,luǒ,loả,2,lỏa / loả
蓐,rù,nhục,3,nhục / náu / nóc
蓐,rù,náu,3,nhục / náu / nóc
蓐,rù,nóc,3,nhục / náu / nóc
蓑,suō,thoa,3,thoa / tuy / toa
蓑,suō,tuy,3,thoa / tuy / toa
蓑,suō,toa,3,thoa / tuy / toa
蓒,xuān,khiên,1,khiên
蓓,bèi,bội,2,bội / bụi
蓓,bèi,bụi,2,bội / bụi
蓔,yǎo,yểu,1,yểu
蓕,gui4,quy,1,quy
蓖,bì,bế,1,bế
蓗,zǒng,~tổng,1,~tổng
蓙,zuò,~tộ,1,~tộ
蓚,tiáo,~điêu,1,~điêu
蓝,lán,lam,1,lam
蓟,jì,kế,1,kế
蓠,lí,~lê,4,~lê / li / ly / loe
蓠,lí,li,4,~lê / li / ly / loe
蓠,lí,ly,4,~lê / li / ly / loe
蓠,lí,loe,4,~lê / li / ly / loe
蓡,shēn,sâm,1,sâm
蓢,lǎng,lãng,1,lãng
蓣,yù,~nhựa,3,~nhựa / dự / nhựa
蓣,yù,dự,3,~nhựa / dự / nhựa
蓣,yù,nhựa,3,~nhựa / dự / nhựa
蓥,yíng,~giềng,2,~giềng / oánh
蓥,yíng,oánh,2,~giềng / oánh
蓦,mò,mạch,1,mạch
蓧,diào,điệu,1,điệu
蓨,tiáo,~điêu,1,~điêu
蓩,mao3,mao,1,mao
蓪,tōng,thông,1,thông
蓫,chù,~xúc,1,~xúc
蓬,péng,bồng,1,bồng
蓮,lián,liên,3,liên / sen / ~rơm
蓮,lián,sen,3,liên / sen / ~rơm
蓮,lián,~rơm,3,liên / sen / ~rơm
蓯,cōng,thung,2,thung / ~thông
蓯,cōng,~thông,2,thung / ~thông
蓰,xǐ,tỉ,2,tỉ / tỷ
蓰,xǐ,tỷ,2,tỉ / tỷ
蓱,píng,bình,1,bình
蓴,chún,thuần,1,thuần
蓷,tuī,thôi,1,thôi
蓸,cáo,tào,1,tào
蓺,yì,nghệ,1,nghệ
蓻,zí,giấp,2,giấp / giấp
蓻,jí,giấp,2,giấp / giấp
蓼,liǎo,lục,2,lục / liệu
蓼,liǎo,liệu,2,lục / liệu
蓽,bì,tất,1,tất
蓿,xu,túc,1,túc
蔀,bù,bộ,1,bộ
蔂,léi,luy,1,luy
蔃,qiáng,~tường,1,~tường
蔆,líng,lăng,1,lăng
蔇,jì,ký,1,ký
蔉,gǔn,cổn,1,cổn
蔊,hǎn,~khản,1,~khản
蔋,dí,địch,1,địch
蔌,sù,tốc,1,tốc
蔎,shè,thiết,1,thiết
蔑,miè,miệt,2,miệt / mét
蔑,miè,mét,2,miệt / mét
蔓,màn,mạn,3,mạn / man / mơn
蔓,màn,man,3,mạn / man / mơn
蔓,màn,mơn,3,mạn / man / mơn
蔔,bó,bốc,2,bốc / bặc
蔔,bó,bặc,2,bốc / bặc
蔕,dì,đế,1,đế
蔗,zhè,giá,1,giá
蔘,shēn,sam,6,sam / sâm / ~xam / tham / tam / xam
蔘,shēn,sâm,6,sam / sâm / ~xam / tham / tam / xam
蔘,cān,~xam,6,sam / sâm / ~xam / tham / tam / xam
蔘,cān,tham,6,sam / sâm / ~xam / tham / tam / xam
蔘,cān,tam,6,sam / sâm / ~xam / tham / tam / xam
蔘,cān,xam,6,sam / sâm / ~xam / tham / tam / xam
蔙,xuàn,triện,1,triện
蔚,wèi,uất,3,uất / uý / úy
蔚,wèi,uý,3,uất / uý / úy
蔚,wèi,úy,3,uất / uý / úy
蔛,hú,hộc,1,hộc
蔞,lóu,lâu,2,lâu / lưu
蔞,lóu,lưu,2,lâu / lưu
蔟,cù,thốc,1,thốc
蔠,zhōng,chông,1,chông
蔡,cài,thái,3,thái / sái / tát
蔡,cài,sái,3,thái / sái / tát
蔡,cài,tát,3,thái / sái / tát
蔣,jiǎng,tưởng,3,tưởng / tương / chương
蔣,jiǎng,tương,3,tưởng / tương / chương
蔣,jiǎng,chương,3,tưởng / tương / chương
蔥,cōng,thông,1,thông
蔦,niǎo,điểu,1,điểu
蔧,huì,~cói,1,~cói
蔨,juan4,quyên,1,quyên
蔪,jian4,kiên,1,kiên
蔫,niān,yên,1,yên
蔬,shū,sơ,1,sơ
蔭,yīn,ấm,2,ấm / ~nhân
蔭,yīn,~nhân,2,ấm / ~nhân
蔯,chén,trần,1,trần
蔲,kòu,khấu,1,khấu
蔳,qiàn,thiện,1,thiện
蔴,má,ma,1,ma
蔵,zāng,~tang,1,~tang
蔷,qiáng,tường,2,tường / sắc
蔷,qiáng,sắc,2,tường / sắc
蔸,dōu,đâu,1,đâu
蔹,liǎn,~lém,3,~lém / liêm / liễm
蔹,liǎn,liêm,3,~lém / liêm / liễm
蔹,liǎn,liễm,3,~lém / liêm / liễm
蔺,lìn,lận,2,lận / ~lận
蔺,lìn,~lận,2,lận / ~lận
蔻,kòu,khấu,1,khấu
蔼,ǎi,ái,1,ái
蔽,bì,phất,2,phất / tế
蔽,bì,tế,2,phất / tế
蔾,lí,lê,1,lê
蔿,wěi,~vĩ,1,~vĩ
蕁,qián,tầm,4,tầm / kiền / tùm / ~tuân
蕁,qián,kiền,4,tầm / kiền / tùm / ~tuân
蕁,qián,tùm,4,tầm / kiền / tùm / ~tuân
蕁,xún,~tuân,4,tầm / kiền / tùm / ~tuân
蕂,shèng,~thánh,1,~thánh
蕃,bō,phiền,3,phiền / phiên / phồn
蕃,fān,phiên,3,phiền / phiên / phồn
蕃,fān,phồn,3,phiền / phiên / phồn
蕄,méng,muống,1,muống
蕆,chǎn,sản,2,sản / siển
蕆,chǎn,siển,2,sản / siển
蕈,xùn,tẩm,2,tẩm / khuẩn
蕈,xùn,khuẩn,2,tẩm / khuẩn
蕉,jiāo,tiêu,1,tiêu
蕊,ruǐ,nhị,2,nhị / nhuỵ
蕊,ruǐ,nhuỵ,2,nhị / nhuỵ
蕋,ruǐ,nhị,1,nhị
蕍,yú,du,1,du
蕎,qiáo,kiều,2,kiều / kiệu
蕎,qiáo,kiệu,2,kiều / kiệu
蕐,huá,hoa,1,hoa
蕑,jiān,gian,1,gian
蕒,mǎi,mãi,1,mãi
蕓,yún,vân,1,vân
蕔,bāo,~bao,1,~bao
蕕,yóu,du,2,du / ~du
蕕,yóu,~du,2,du / ~du
蕖,qú,cừ,1,cừ
蕗,lù,~lục,1,~lục
蕘,ráo,nhiêu,2,nhiêu / nghiêu
蕘,ráo,nghiêu,2,nhiêu / nghiêu
蕙,huì,huệ,1,huệ
蕚,è,ngạc,1,ngạc
蕝,jué,tuyệt,2,tuyệt / toát
蕝,jué,toát,2,tuyệt / toát
蕞,zuì,tối,3,tối / tỏi / tụi
蕞,zuì,tỏi,3,tối / tỏi / tụi
蕞,zuì,tụi,3,tối / tỏi / tụi
蕠,rú,như,1,như
蕡,fén,phần,1,phần
蕢,kuì,quỹ,1,quỹ
蕣,shùn,~thuấn,1,~thuấn
蕤,ruí,nhuy,1,nhuy
蕨,jué,quyết,1,quyết
蕩,dàng,đảng,2,đảng / đãng
蕩,dàng,đãng,2,đảng / đãng
蕪,wú,vu,2,vu / ~ngô
蕪,wú,~ngô,2,vu / ~ngô
蕫,dong3,đông,1,đông
蕬,si1,tư,1,tư
蕭,xiāo,tiêu,1,tiêu
蕮,xì,tích,1,tích
蕰,wēn,~uân,3,~uân / uẩn / ôn
蕰,yùn,uẩn,3,~uân / uẩn / ôn
蕰,yùn,ôn,3,~uân / uẩn / ôn
蕲,qí,kì,2,kì / kỳ
蕲,qí,kỳ,2,kì / kỳ
蕳,jiān,gian,1,gian
蕴,yùn,uẩn,2,uẩn / uấn
蕴,yùn,uấn,2,uẩn / uấn
蕶,líng,~lăng,1,~lăng
蕷,yù,dự,2,dự / nhựa
蕷,yù,nhựa,2,dự / nhựa
蕸,xiá,hà,1,hà
蕹,wèng,ung,1,ung
蕺,jí,trấp,1,trấp
蕻,hóng,hống,1,hống
蕾,lěi,lôi,1,lôi
蕿,xuān,huyên,1,huyên
薀,yùn,uẩn,2,uẩn / ôn
薀,yùn,ôn,2,uẩn / ôn
薁,ào,~úc,2,~úc / ~úc
薁,yù,~úc,2,~úc / ~úc
薃,hào,hạo,1,hạo
薄,báo,bác,2,bác / bạc
薄,bó,bạc,2,bác / bạc
薅,hāo,hao,1,hao
薆,ài,ái,1,ái
薇,wēi,vi,2,vi / vy
薇,wēi,vy,2,vi / vy
薈,huì,hội,4,hội / cói / oái / ~cói
薈,huì,cói,4,hội / cói / oái / ~cói
薈,huì,oái,4,hội / cói / oái / ~cói
薈,huì,~cói,4,hội / cói / oái / ~cói
薉,huì,uế,1,uế
薊,jì,kế,1,kế
薌,xiāng,hương,1,hương
薏,yì,ý,2,ý / é
薏,yì,é,2,ý / é
薐,léng,lăng,1,lăng
薑,jiāng,khương,2,khương / gừng
薑,jiāng,gừng,2,khương / gừng
薓,shēn,sâm,1,sâm
薔,qiáng,tường,2,tường / sắc
薔,qiáng,sắc,2,tường / sắc
薕,lián,rơm,1,rơm
薖,kē,khoa,1,khoa
薗,yuán,~viên,1,~viên
薘,dá,đạt,1,đạt
薙,tì,thế,2,thế / trĩ
薙,tì,trĩ,2,thế / trĩ
薛,xuē,tiết,1,tiết
薜,bì,bệ,1,bệ
薝,zhān,chiêm,2,chiêm / đảm
薝,zhān,đảm,2,chiêm / đảm
薟,xiān,hiêm,2,hiêm / tiêm
薟,xiān,tiêm,2,hiêm / tiêm
薠,fán,~phiền,1,~phiền
薡,ding3,đình,1,đình
薢,xiè,giải,1,giải
薤,xiè,giới,1,giới
薥,shu3,thư,1,thư
薦,jiàn,tiến,1,tiến
薧,hāo,khảo,2,khảo / hảo
薧,hāo,hảo,2,khảo / hảo
薨,hōng,hoăng,1,hoăng
薩,sà,tát,2,tát / sát
薩,sà,sát,2,tát / sát
薪,xīn,tân,1,tân
薫,xūn,~huân,1,~huân
薬,yào,dược,1,dược
薮,sǒu,tẩu,3,tẩu / sú / ~tẩu
薮,sǒu,sú,3,tẩu / sú / ~tẩu
薮,sǒu,~tẩu,3,tẩu / sú / ~tẩu
薯,shǔ,thự,1,thự
薰,xūn,huân,1,huân
薳,wěi,vĩ,1,vĩ
薴,níng,trữ,2,trữ / ninh
薴,níng,ninh,2,trữ / ninh
薵,chóu,~trù,1,~trù
薶,mái,mai,1,mai
薷,rú,nhu,2,nhu / nho
薷,rú,nho,2,nhu / nho
薸,piáo,phiêu,1,phiêu
薹,tái,đài,2,đài / đầy
薹,tái,đầy,2,đài / đầy
薺,jì,tề,2,tề / tễ
薺,jì,tễ,2,tề / tễ
薻,zǎo,tảo,1,tảo
薽,zhēn,chân,1,chân
薾,ěr,nhĩ,1,nhĩ
薿,nǐ,nghĩ,1,nghĩ
藁,gǎo,cảo,1,cảo
藂,cóng,tùng,1,tùng
藄,qí,kì,1,kì
藇,xù,tự,1,tự
藉,jí,tịch,4,tịch / tạ / chạ / tá
藉,jí,tạ,4,tịch / tạ / chạ / tá
藉,jí,chạ,4,tịch / tạ / chạ / tá
藉,jí,tá,4,tịch / tạ / chạ / tá
藊,biǎn,biển,1,biển
藋,diào,~điếu,1,~điếu
藌,mi4,mật,1,mật
藍,lán,lam,1,lam
藎,jìn,tẫn,2,tẫn / ~tẫn
藎,jìn,~tẫn,2,tẫn / ~tẫn
藏,cáng,tạng,2,tạng / tàng
藏,cáng,tàng,2,tạng / tàng
藐,miǎo,mạc,2,mạc / miểu
藐,miǎo,miểu,2,mạc / miểu
藒,qiè,~khiết,1,~khiết
藓,xiǎn,tiển,1,tiển
藕,ǒu,ngẫu,2,ngẫu / ngó
藕,ǒu,ngó,2,ngẫu / ngó
藘,lǘ,lư,1,lư
藙,yì,~nghệ,1,~nghệ
藚,xù,tục,1,tục
藛,xie3,tà,1,tà
藜,lí,lê,1,lê
藝,yì,nghệ,2,nghệ / ớt
藝,yì,ớt,2,nghệ / ớt
藞,lǎ,lủi,1,lủi
藟,lěi,lũy,2,lũy / luỹ
藟,lěi,luỹ,2,lũy / luỹ
藠,jiào,~khiếu,1,~khiếu
藤,téng,đằng,1,đằng
藥,yào,dược,4,dược / điếu / ước / ~dược
藥,yào,điếu,4,dược / điếu / ước / ~dược
藥,yào,ước,4,dược / điếu / ước / ~dược
藥,yào,~dược,4,dược / điếu / ước / ~dược
藦,mó,ma,1,ma
藨,biāo,biêu,1,biêu
藩,fān,phiên,2,phiên / phan
藩,fān,phan,2,phiên / phan
藪,sǒu,tẩu,3,tẩu / sú / ~tẩu
藪,sǒu,sú,3,tẩu / sú / ~tẩu
藪,sǒu,~tẩu,3,tẩu / sú / ~tẩu
藭,qióng,cùng,1,cùng
藳,gǎo,cảo,1,cảo
藴,yùn,uẩn,2,uẩn / uấn
藴,yùn,uấn,2,uẩn / uấn
藶,lì,lịch,1,lịch
藷,shǔ,thự,1,thự
藹,ǎi,ái,1,ái
藺,lìn,lận,2,lận / ~lận
藺,lìn,~lận,2,lận / ~lận
藻,zǎo,tảo,1,tảo
藼,xuān,huyên,1,huyên
藾,lài,lại,1,lại
藿,huò,hoắc,1,hoắc
蘀,tuò,thác,1,thác
蘁,wù,ngộ,1,ngộ
蘂,ruǐ,nhị,2,nhị / nhuỵ
蘂,ruǐ,nhuỵ,2,nhị / nhuỵ
蘄,qí,kì,2,kì / kỳ
蘄,qí,kỳ,2,kì / kỳ
蘅,héng,hành,1,hành
蘆,lú,lô,2,lô / ~lô
蘆,lú,~lô,2,lô / ~lô
蘇,sū,tô,2,tô / to
蘇,sū,to,2,tô / to
蘊,yùn,uẩn,2,uẩn / uấn
蘊,yùn,uấn,2,uẩn / uấn
蘋,píng,bình,2,bình / tần
蘋,píng,tần,2,bình / tần
蘍,xun1,huấn,1,huấn
蘏,jiong1,quýnh,1,quýnh
蘐,xuān,huyên,1,huyên
蘑,mó,ma,1,ma
蘓,sū,tô,1,tô
蘖,niè,nghiệt,1,nghiệt
蘗,bò,bách,2,bách / nghiệt
蘗,bò,nghiệt,2,bách / nghiệt
蘘,ráng,nhương,1,nhương
蘙,yi4,nghĩa,1,nghĩa
蘚,xiǎn,tiển,1,tiển
蘝,liǎn,liêm,3,liêm / liễm / lém
蘝,liǎn,liễm,3,liêm / liễm / lém
蘝,liǎn,lém,3,liêm / liễm / lém
蘞,liǎn,liêm,2,liêm / liễm
蘞,liǎn,liễm,2,liêm / liễm
蘠,qiang2,cường,1,cường
蘡,yīng,anh,1,anh
蘢,lóng,long,3,long / lùng / ~lùng
蘢,lóng,lùng,3,long / lùng / ~lùng
蘢,lóng,~lùng,3,long / lùng / ~lùng
蘤,huā,hoa,1,hoa
蘥,yuè,~dược,1,~dược
蘧,qú,cừ,1,cừ
蘨,yáo,~diêu,1,~diêu
蘩,fán,phiền,1,phiền
蘭,lán,lan,2,lan / ~lan
蘭,lán,~lan,2,lan / ~lan
蘯,dàng,đãng,1,đãng
蘴,fēng,phong,1,phong
蘵,zhī,~chi,1,~chi
蘷,kuí,~quỳ,1,~quỳ
蘸,zhàn,tiếu,3,tiếu / trám / chấm
蘸,zhàn,trám,3,tiếu / trám / chấm
蘸,zhàn,chấm,3,tiếu / trám / chấm
蘺,lí,li,3,li / ly / loe
蘺,lí,ly,3,li / ly / loe
蘺,lí,loe,3,li / ly / loe
蘻,jì,hệ,1,hệ
蘼,mí,mi,2,mi / my
蘼,mí,my,2,mi / my
蘽,lěi,~lũy,1,~lũy
蘿,luó,la,2,la / lá
蘿,luó,lá,2,la / lá
虀,jī,tê,1,tê
虁,kui2,quý,1,quý
虆,léi,luy,1,luy
虉,yì,dịch,1,dịch
虋,mén,môn,1,môn
虍,hū,hô,1,hô
虎,hǔ,hổ,1,hổ
虏,lǔ,lỗ,1,lỗ
虐,nüè,ngược,1,ngược
虑,lǜ,lư,3,lư / lự / ~lự
虑,lǜ,lự,3,lư / lự / ~lự
虑,lǜ,~lự,3,lư / lự / ~lự
虒,sī,ty,1,ty
虓,xiāo,hao,1,hao
虔,qián,kiền,1,kiền
處,chù,xử,2,xử / xứ
處,chù,xứ,2,xử / xứ
虖,hū,hô,1,hô
虗,xū,hư,1,hư
虘,cuo2,thoa,1,thoa
虙,fú,mật,1,mật
虚,xū,khư,2,khư / hư
虚,xū,hư,2,khư / hư
虛,xū,khư,2,khư / hư
虛,xū,hư,2,khư / hư
虜,lǔ,lỗ,1,lỗ
虞,yú,ngu,1,ngu
號,hào,hào,3,hào / hiệu / gào
號,hào,hiệu,3,hào / hiệu / gào
號,hào,gào,3,hào / hiệu / gào
虠,jiao1,giáo,1,giáo
虡,jù,cự,1,cự
虢,guó,quắc,2,quắc / quách
虢,guó,quách,2,quắc / quách
虣,bào,bạo,1,bạo
虥,zhàn,~sàn,1,~sàn
虧,kuī,khuy,3,khuy / khuya / ~khuy
虧,kuī,khuya,3,khuy / khuya / ~khuy
虧,kuī,~khuy,3,khuy / khuya / ~khuy
虩,xì,khích,1,khích
虫,chóng,trùng,1,trùng
虬,qiú,cầu,3,cầu / gù / cù
虬,qiú,gù,3,cầu / gù / cù
虬,qiú,cù,3,cầu / gù / cù
虮,jǐ,kì,3,kì / kỉ / kỷ
虮,jǐ,kỉ,3,kì / kỉ / kỷ
虮,jǐ,kỷ,3,kì / kỉ / kỷ
虯,qiú,cầu,2,cầu / cù
虯,qiú,cù,2,cầu / cù
虰,dīng,đinh,1,đinh
虱,shī,sắt,1,sắt
虵,shé,xà,1,xà
虶,yū,vò,1,vò
虷,hán,can,1,can
虸,zǐ,tửa,1,tửa
虹,hóng,hồng,1,hồng
虺,huǐ,huỷ,3,huỷ / hủy / hôi
虺,huǐ,hủy,3,huỷ / hủy / hôi
虺,huǐ,hôi,3,huỷ / hủy / hôi
虻,méng,manh,1,manh
虼,gè,khất,1,khất
虽,suī,tuy,2,tuy / ~tuy
虽,suī,~tuy,2,tuy / ~tuy
虾,xiā,hà,1,hà
虿,chài,sái,3,sái / mại / ~sái
虿,chài,mại,3,sái / mại / ~sái
虿,chài,~sái,3,sái / mại / ~sái
蚀,shí,thực,1,thực
蚁,yǐ,nghĩ,1,nghĩ
蚂,mǎ,mã,1,mã
蚃,xiǎng,hưởng,2,hưởng / ~hưởng
蚃,xiǎng,~hưởng,2,hưởng / ~hưởng
蚄,fāng,phương,1,phương
蚆,bā,ba,1,ba
蚇,chi3,xỉ,1,xỉ
蚈,qiān,khiên,1,khiên
蚉,wén,văn,1,văn
蚊,wén,văn,1,văn
蚋,ruì,nhuế,1,nhuế
蚌,bàng,bạng,1,bạng
蚍,pí,tì,2,tì / tỳ
蚍,pí,tỳ,2,tì / tỳ
蚐,jun1,quân,1,quân
蚑,qí,kì,1,kì
蚒,tóng,~đồng,1,~đồng
蚓,yǐn,dẫn,2,dẫn / rận
蚓,yǐn,rận,2,dẫn / rận
蚔,qí,kì,1,kì
蚕,cán,tàm,2,tàm / tằm
蚕,cán,tằm,2,tàm / tằm
蚖,yuán,ngoan,2,ngoan / nguyên
蚖,yuán,nguyên,2,ngoan / nguyên
蚘,huí,hồi,1,hồi
蚚,qi2,khí,1,khí
蚛,zhòng,trọng,1,trọng
蚜,yá,nha,2,nha / nhá
蚜,yá,nhá,2,nha / nhá
蚝,háo,hào,1,hào
蚠,fén,phần,1,phần
蚡,fén,phần,1,phần
蚢,hang2,hàng,1,hàng
蚣,gōng,công,1,công
蚤,zǎo,tao,2,tao / tảo
蚤,zǎo,tảo,2,tao / tảo
蚥,fu4,phú,1,phú
蚦,rán,nhiêm,1,nhiêm
蚧,jiè,giới,2,giới / nhái
蚧,jiè,nhái,2,giới / nhái
蚨,fú,phù,1,phù
蚩,chī,si,2,si / xi
蚩,chī,xi,2,si / xi
蚪,dǒu,đẩu,1,đẩu
蚫,bào,bâu,1,bâu
蚬,xiàn,hiện,3,hiện / kiến / ~hến
蚬,xiàn,kiến,3,hiện / kiến / ~hến
蚬,xiǎn,~hến,3,hiện / kiến / ~hến
蚯,qiū,khâu,2,khâu / khưu
蚯,qiū,khưu,2,khâu / khưu
蚰,yóu,du,1,du
蚱,zhà,trách,1,trách
蚲,píng,bình,1,bình
蚳,chí,chỉ,2,chỉ / trì
